"","date","NUM_COLLISIONS","year","mo","da","temp","dewp","visib","wdsp","mxpsd","gust","max","min","prcp","fog","rain_drizzle","snow_ice_pellets","hail","thunder","tornado_funnel_cloud"
"16","2021-06-22",290,2021,6,22,70.6,67,4.6,8.6,17.1,24.1,75.9,66,0,1,1,0,0,0,0
"17","2022-01-08",235,2022,1,8,26.6,15.2,10,13,20,32.1,41,18,0.17,0,0,0,0,0,0
"18","2022-04-09",293,2022,4,9,48.8,44.2,8.9,9.3,18.1,33,55.9,39.9,0,1,0,0,0,0,0
"19","2022-01-17",201,2022,1,17,45.7,38.4,6.5,22.7,35.9,48,54,36,0.41,1,0,0,0,0,10000
"20","2021-07-23",324,2021,7,23,73.6,62,10,6.6,11.1,33,82,66.9,0,0,0,0,0,0,0
"21","2021-11-01",331,2021,11,1,59.3,46.4,10,9.8,15,26,66.9,53.1,0.43,0,0,0,0,0,0
"22","2022-01-22",267,2022,1,22,31.2,20.6,8.6,13.5,19,24.1,35.1,27,0,1,0,1,0,0,0
"23","2021-08-16",301,2021,8,16,70.2,60.2,10,3.2,8,33,82,59,0,0,0,0,0,0,0
"24","2021-11-04",317,2021,11,4,48.5,33.9,10,5.1,8.9,33,55,43,0.02,0,0,0,0,0,0
"25","2021-09-06",299,2021,9,6,72.2,68.9,7.2,11.4,15.9,22,75.9,62.1,0,1,0,0,0,0,10000
"26","2021-11-11",292,2021,11,11,49.9,38.4,10,5.2,8.9,33,66,42.1,0,0,0,0,0,0,0
"27","2021-11-14",269,2021,11,14,49.4,35.2,10,14,24.1,32.1,62.1,44.1,0.05,0,0,0,0,0,0
"28","2021-11-17",317,2021,11,17,46.5,29.5,10,9.1,15,20,51.1,41,0,0,0,0,0,0,0
"29","2022-02-09",272,2022,2,9,36.3,24.3,10,13,21,28,51.1,32,0.01,0,0,0,0,0,0
"30","2022-07-15",312,2022,7,15,73.1,67.2,7.5,5.6,11.1,33,79,63,0,1,0,0,0,0,0
"31","2022-03-11",329,2022,3,11,39.8,34.6,9.6,5.2,11.1,33,46.9,30,0,0,0,0,0,0,0
"32","2016-10-25",566,2016,10,25,49.1,29.5,10,14.1,19,28,61,45,0,0,0,0,0,0,0
"33","2016-10-11",739,2016,10,11,54.3,42.2,10,10.1,15,20,60.1,46.9,0.03,0,0,0,0,0,0
"34","2016-09-26",623,2016,9,26,55.2,41.1,10,5.3,8.9,33,64.9,44.1,0,0,0,0,0,0,0
"35","2016-08-20",579,2016,8,20,69.1,62.1,10,8.5,13,33,81,63,0,0,0,0,0,0,0
"36","2016-08-24",635,2016,8,24,70.1,63.3,10,8.5,12,33,77,63,0,0,0,0,0,0,0
"37","2016-09-10",598,2016,9,10,71.9,67,6.7,7,14,33,79,68,0,1,0,0,0,0,0
"38","2016-08-18",635,2016,8,18,71.5,65.7,9.9,6.1,12,33,82,64.9,0,0,1,0,0,0,0
"39","2016-08-14",521,2016,8,14,75.3,73.3,4.6,9.9,15,19,80.1,69.8,0.01,1,1,0,0,0,0
"40","2016-07-14",741,2016,7,14,69.1,65.9,9.3,10.9,18.1,22,75,64,0,0,1,0,0,0,0
"41","2016-06-29",687,2016,6,29,67.2,64.8,7.2,7.5,12,33,72,64,0,1,0,0,0,0,0
"42","2016-06-24",811,2016,6,24,65.3,56.6,8.8,7.8,15,33,75,57,0,0,0,0,0,0,0
"43","2016-06-18",700,2016,6,18,62.6,53.5,10,7.3,11.1,33,73,53.1,0,0,0,0,0,0,0
"44","2016-07-23",650,2016,7,23,74.3,68.6,7.3,12,21,29.9,82,68,1.03,0,1,0,0,0,0
"45","2016-08-02",602,2016,8,2,66.9,61.9,9.7,8.4,14,33,75,61,0.11,0,1,0,0,0,0
"46","2016-08-08",632,2016,8,8,71.3,61.3,10,6.3,9.9,33,82,62.1,0,0,0,0,0,0,0
"47","2016-06-25",688,2016,6,25,62.1,52.1,10,8,12,18.1,75,53.1,0,0,0,0,0,0,0
"48","2016-07-26",688,2016,7,26,75.3,69.3,9,12.1,15.9,22.9,82,68,0,0,0,0,0,0,0
"49","2016-08-10",618,2016,8,10,70.6,67.2,9.9,8.6,14,33,80.1,64,0,0,1,0,0,0,0
"50","2016-07-17",574,2016,7,17,70.6,68.7,4.1,6.6,11.1,33,84.9,66.9,0,1,0,0,0,0,0
"51","2016-07-06",680,2016,7,6,71.8,65.3,8.6,6.5,13,33,81,64,1.5,1,0,0,0,0,0
"52","2016-07-04",488,2016,7,4,68.4,62.6,9.9,11.7,15,33,75.9,55.9,0,0,0,0,0,0,0
"53","2016-07-21",731,2016,7,21,70.4,63.4,10,7.4,12,33,80.1,60.1,0,0,0,0,0,0,0
"54","2016-07-01",752,2016,7,1,66.9,63.6,7.8,8.7,17.1,33,77,61,0,1,1,0,0,0,0
"55","2016-07-12",662,2016,7,12,66.7,61.2,10,7.3,13,33,78.1,55,0,0,0,0,0,0,0
"56","2016-07-18",725,2016,7,18,71.1,69,4.1,10.1,15.9,24.1,75.9,66,0,1,1,0,0,0,0
"57","2016-07-07",603,2016,7,7,68.7,66.7,4.1,5.9,8.9,33,81,64,0,1,0,0,0,0,0
"58","2016-07-11",618,2016,7,11,63.1,58.4,9.9,4.9,7,33,70,55,0.01,0,0,0,0,0,0
"59","2016-06-14",717,2016,6,14,62.2,50,10,12.9,18.1,26,72,54,0,0,0,0,0,0,0
"60","2016-06-16",689,2016,6,16,65.2,56.3,10,6.6,14,21,73.9,55,0,0,0,0,0,0,0
"61","2016-06-20",745,2016,6,20,61.4,55.9,10,8.6,12,33,66.9,54,0,0,0,0,0,0,0
"62","2016-06-19",559,2016,6,19,59.9,51.5,10,9.8,14,33,73,53.1,0,0,0,0,0,0,0
"63","2016-06-23",643,2016,6,23,63,59.4,8.3,7,11.1,33,71.1,55.9,0,1,0,0,0,0,0
"64","2016-06-07",709,2016,6,7,61.2,59.8,3.8,8.7,14,33,69.1,59,0,1,0,0,0,0,0
"65","2016-06-12",587,2016,6,12,66,56,7.3,12.5,19,31.1,81,55,0.06,0,0,0,0,0,0
"66","2016-05-29",566,2016,5,29,64.6,58.2,10,7.7,13,33,75,59,0,0,0,0,0,0,0
"67","2016-05-28",627,2016,5,28,62.5,57.3,9.2,11.6,17.1,24.1,68,55.9,0,0,1,0,0,0,0
"68","2016-05-12",744,2016,5,12,55.2,45.5,9.4,4.4,8.9,33,68,42.1,0,0,0,0,0,0,0
"69","2016-05-23",652,2016,5,23,59.4,50.3,10,9.6,15.9,33,72,52,0.03,0,0,0,0,0,0
"70","2016-05-21",568,2016,5,21,55.7,48.8,9.7,6.5,9.9,33,70,46,0,0,1,0,0,0,0
"71","2016-04-17",568,2016,4,17,45.8,36.5,10,15.4,22.9,29.9,52,42.1,0,0,0,0,0,0,0
"72","2016-05-02",589,2016,5,2,51.3,48,4.9,10.6,15.9,33,55.9,37,0.22,1,1,0,0,0,0
"73","2016-03-29",683,2016,3,29,48.6,34.9,9.7,19.6,25.1,35,55,41,0.44,1,0,0,0,0,0
"74","2016-04-23",649,2016,4,23,53.4,49.8,5.6,9.3,19,26,72,50,0.13,1,1,0,0,0,0
"75","2016-04-27",510,2016,4,27,45,36.9,10,7.8,12,33,51.1,41,0.24,0,0,0,0,0,0
"76","2016-04-30",581,2016,4,30,47.3,33.1,10,8.7,17.1,22,54,37,0,0,0,0,0,0,0
"77","2016-04-19",732,2016,4,19,46.9,40,9.8,7.9,20,33,64,37.9,0,0,1,0,0,0,0
"78","2016-03-23",621,2016,3,23,48.6,40.2,8.5,13.5,18.1,25.1,53.1,43,0,0,0,0,0,0,0
"79","2016-04-10",499,2016,4,10,40.6,23.9,10,15.7,22,28.9,48,35.1,0,0,0,0,0,0,0
"80","2016-03-18",644,2016,3,18,47,37,9.9,12.3,20,29.9,54,39,0,0,0,0,0,0,0
"81","2016-03-22",628,2016,3,22,40.8,23.9,10,16,22,28,45,35.1,0.01,0,0,0,0,0,0
"82","2016-03-16",629,2016,3,16,45.2,41.9,7.7,15.7,24.1,29.9,51.1,43,0.18,1,0,0,0,0,0
"83","2016-04-02",597,2016,4,2,50.4,47.7,5,8.5,18.1,25.1,59,46,0.79,1,1,0,0,0,0
"84","2016-04-05",672,2016,4,5,35.1,23.5,9.8,19.5,28,34,45,30.9,0,0,1,1,0,0,0
"85","2016-03-24",635,2016,3,24,45.1,38.1,9.6,11.3,15.9,24.1,54,42.1,0,0,0,0,0,0,0
"86","2016-03-31",652,2016,3,31,51,44.6,8.7,13.1,17.1,33,59,37.9,0,0,0,0,0,0,0
"87","2016-03-30",650,2016,3,30,43.4,24.8,10,13.2,21,27,55,37.9,0,0,0,0,0,0,0
"88","2016-01-23",402,2016,1,23,34.6,25.4,6.1,17.5,32.1,52.1,37.9,21.9,0,1,0,1,0,0,0
"89","2016-02-26",476,2016,2,26,40.2,23.9,9.5,20.8,29.9,36.9,57,35.1,0.04,0,0,0,0,0,0
"90","2016-03-06",500,2016,3,6,33.2,18.7,10,3.1,8,33,41,23,0,0,0,0,0,0,0
"91","2016-03-04",685,2016,3,4,33.9,26.2,6.9,8.5,24.1,33,39,25,0,0,1,1,0,0,0
"92","2016-02-23",623,2016,2,23,36.5,26.3,10,9.9,15.9,22.9,45,28.9,0.04,0,0,0,0,0,0
"93","2016-03-05",601,2016,3,5,34.8,22.6,9.1,20.8,32.1,42,39,30,0.37,0,1,1,0,0,0
"94","2016-02-20",555,2016,2,20,42.8,36.4,8.8,12.5,15.9,21,48.9,32,0.03,0,1,0,0,0,0
"95","2016-02-28",509,2016,2,28,42.8,31.7,10,16.6,21,27,48.9,25,0,0,0,0,0,0,0
"96","2016-02-27",388,2016,2,27,30.7,11.4,10,11.6,21,27,42.1,25,0,0,0,0,0,0,0
"97","2016-02-11",622,2016,2,11,31.5,21.3,9.5,11.2,21,31.1,37.9,23,0.01,0,0,1,0,0,0
"98","2016-02-05",607,2016,2,5,40.8,38.4,3.5,17.9,31.1,44.1,54,32,1.44,1,1,1,1,1,0
"99","2016-01-24",517,2016,1,24,34.5,27.9,6.3,25.6,36.9,49,37.9,33.1,0.37,0,0,1,0,0,0
"100","2016-01-27",670,2016,1,27,43,36.7,7.5,9.4,15,33,48,36,0,0,1,0,0,0,0
"101","2016-02-16",615,2016,2,16,44.5,41.7,4.8,18.5,26,38.1,50,36,0.02,1,1,0,0,0,0
"102","2016-02-13",480,2016,2,13,23.5,11.8,7.4,12.2,24.1,29.9,27,12.9,0,0,0,1,0,0,0
"103","2016-02-06",553,2016,2,6,32.3,23.3,9.9,12.1,28,35,45,28,1.05,0,0,1,0,0,0
"104","2016-01-25",658,2016,1,25,33.5,21.2,10,6.5,8.9,33,37.9,30,0.02,0,0,0,0,0,0
"105","2016-01-28",681,2016,1,28,35,24.4,10,4.3,8.9,33,46,23,0.09,0,0,0,0,0,0
"106","2016-01-30",596,2016,1,30,37.8,27.3,10,11.6,15,22.9,45,34,0,0,0,0,0,0,0
"107","2016-01-26",734,2016,1,26,42.2,36.4,9.1,11.1,17.1,33,48.2,28.9,0,0,0,0,0,0,0
"108","2016-01-22",702,2016,1,22,28,11.8,10,13.1,22,29.9,35.1,21.9,0,0,0,0,0,0,0
"109","2016-01-04",601,2016,1,4,38.2,27.4,10,13.5,24.1,31.1,52,34,0,0,0,0,0,0,0
"110","2016-01-19",662,2016,1,19,25.5,4.8,10,21.7,27,38.1,37.9,21.9,0.02,0,0,0,0,0,0
"111","2015-12-25",321,2015,12,25,56.1,52.9,4,4.4,13,33,66,50,0.37,1,0,0,0,0,0
"112","2015-12-31",527,2015,12,31,46.5,41.8,9.5,11,15,33,48,45,0,0,1,0,0,0,0
"113","2015-12-29",533,2015,12,29,42.8,35.9,6.1,15.6,24.1,33,57,33.1,0.13,1,1,0,0,0,0
"114","2016-01-15",722,2016,1,15,36.5,25.6,10,7.2,13,33,45,24.1,0,0,0,0,0,0,0
"115","2016-01-06",625,2016,1,6,33.5,19.3,10,8.3,17.1,33,45,21,0,0,0,0,0,0,0
"116","2016-01-13",605,2016,1,13,32.9,18.2,9.6,18,32.1,42,43,19.9,0.13,0,1,1,0,0,0
"117","2016-01-01",393,2016,1,1,41.2,28,9.8,10.2,17.1,24.1,44.1,37.4,0.43,0,1,0,0,0,0
"118","2015-12-22",699,2015,12,22,54.8,52.1,4.4,11.3,17.1,22,57.9,45,0,1,1,0,0,0,0
"119","2015-12-23",805,2015,12,23,53.5,51.2,3.9,8.3,15.9,20,60.1,46,0.13,1,1,0,0,0,0
"120","2015-11-15",500,2015,11,15,47.6,32.3,10,14.3,22.9,27,55.9,41,0,0,0,0,0,0,0
"121","2015-10-26",698,2015,10,26,52.3,39.8,10,12.9,22.9,29.9,62.1,41,0,0,0,0,0,0,0
"122","2015-10-22",666,2015,10,22,60.5,55.7,8.8,9.7,18.1,24.1,70,52,0,1,0,0,0,0,0
"123","2015-12-04",680,2015,12,4,45.6,32,10,10.9,19,24.1,57,42.1,0.03,0,0,0,0,0,0
"124","2015-11-26",383,2015,11,26,50.1,41.2,10,10.8,14,33,57,28.9,0,0,0,0,0,0,0
"125","2015-12-12",578,2015,12,12,55,46.1,8.1,9.8,14,24.1,62.1,45,0,0,0,0,0,0,0
"126","2015-12-13",549,2015,12,13,53.6,46.9,8.1,7.5,13,33,62.1,45,0,0,0,0,0,0,0
"127","2015-12-07",668,2015,12,7,50.8,45.5,8,9.2,14,33,55.9,34,0,0,0,0,0,0,0
"128","2015-11-28",508,2015,11,28,54.5,50.4,9.1,9.4,14,33,62.1,45,0,0,0,0,0,0,0
"129","2015-12-01",746,2015,12,1,40.1,32.7,9.3,7.9,14,20,50,30,0,0,1,0,0,0,0
"130","2015-11-27",480,2015,11,27,52.6,48.4,9.8,7.5,11.1,33,59,45,0,0,0,0,0,0,0
"131","2015-11-25",717,2015,11,25,39.6,26.8,10,4.3,8,33,50,28.9,0,0,0,0,0,0,0
"132","2015-12-02",655,2015,12,2,53.6,51.9,2.3,9.1,18.1,26,57,48.9,0.65,1,1,0,0,0,0
"133","2015-12-06",485,2015,12,6,45.4,40.9,8.5,6.2,13,33,55,34,0,1,0,0,0,0,0
"134","2015-12-10",668,2015,12,10,51.1,46.4,9,9.3,15,18.1,57,34,0.02,0,1,0,0,0,0
"135","2015-11-29",453,2015,11,29,46.1,38.8,9.6,9.4,15,33,62.1,39.9,0,0,0,0,0,0,0
"136","2015-12-14",637,2015,12,14,52.6,48.2,6.7,7.9,12,33,57,50,0,1,1,0,0,0,0
"137","2015-11-21",597,2015,11,21,48.8,34.7,10,14.3,20,28.9,61,39.9,0.78,0,0,0,0,0,0
"138","2015-11-03",655,2015,11,3,54.4,50.7,8.2,6.4,14,33,64.9,43,0,1,1,0,0,0,0
"139","2015-11-02",613,2015,11,2,58.3,49.4,9.5,7.8,13,18.1,64.9,50,0,0,0,0,0,0,0
"140","2015-11-10",757,2015,11,10,55.8,50.8,9.3,7.9,15.9,22.9,61,43,0,0,1,0,0,0,0
"141","2015-11-17",684,2015,11,17,45.3,31.2,10,11.9,18.1,24.1,60.1,37.9,0,0,0,0,0,0,0
"142","2015-11-14",613,2015,11,14,49,29,10,18.7,24.1,35.9,61,43,0,0,0,0,0,0,0
"143","2015-11-20",819,2015,11,20,57,52.8,7.2,13.6,19,25.1,61,46.9,0.08,0,1,0,0,0,0
"144","2015-11-09",615,2015,11,9,51.4,37.7,10,7.9,13,33,60.1,43,0,0,0,0,0,0,0
"145","2015-11-16",618,2015,11,16,54,41.2,10,8.3,11.1,33,60.1,41,0,0,0,0,0,0,0
"146","2015-10-30",688,2015,10,30,57.4,41.6,10,11.1,17.1,25.1,66,51.1,0.4,0,0,0,0,0,0
"147","2015-10-21",720,2015,10,21,62.7,52.4,9.9,8.7,15,33,70,52,0,0,0,0,0,0,0
"148","2015-10-23",742,2015,10,23,56.2,43,10,15.4,21,31.1,66.9,48.9,0.01,0,0,0,0,0,0
"149","2015-10-13",724,2015,10,13,64.4,61.2,6.5,8.3,12,33,73.9,50,0.18,1,1,0,0,0,0
"150","2015-10-28",689,2015,10,28,53.8,46.9,9.3,13.2,22.9,31.1,61,36,0,0,1,0,0,0,0
"151","2015-10-18",551,2015,10,18,46.1,28,10,13.7,19,25.1,60.1,41,0,0,0,0,0,0,0
"152","2015-10-27",631,2015,10,27,46.7,36.2,10,5.9,8.9,33,57,36,0,0,0,0,0,0,0
"153","2022-05-27",314,2022,5,27,61,58.3,6.9,12.3,17.1,33,66.9,46,0,1,1,0,0,0,0
"154","2022-06-05",299,2022,6,5,62.6,51.2,8.7,8.7,15,33,72,55.9,0,1,0,0,0,0,0
"155","2022-08-03",324,2022,8,3,77.7,72.5,7.9,7,14,18.1,86,70,0,0,0,0,0,0,0
"156","2022-06-08",311,2022,6,8,63.9,61.4,5.9,13.6,19,26,69.1,55.9,0.12,1,1,0,0,0,0
"157","2022-06-09",317,2022,6,9,64.7,63.6,0.9,10.9,21,28,70,62.1,0.7,1,1,0,0,0,0
"158","2022-09-02",286,2022,9,2,67.2,55.3,10,7.5,12,33,82.9,60.1,0,0,0,0,0,0,0
"159","2020-12-04",372,2020,12,4,53.6,43.8,10,13.1,18.1,25.1,59,36,0,1,0,0,0,0,10000
"160","2021-03-13",252,2021,3,13,39.1,23.1,10,15.2,53,33,45,34,0,0,0,0,0,0,0
"161","2021-04-01",263,2021,4,1,48.2,47.6,4.5,12.6,15.9,33,54,43,0,1,1,0,0,0,0
"162","2021-03-02",268,2021,3,2,26.1,8.7,10,19.8,22.9,35.9,39,19,0,0,0,0,0,0,0
"163","2021-04-06",318,2021,4,6,47.5,39,10,13.1,53,33,52,45,0,0,0,0,0,0,0
"164","2021-03-31",284,2021,3,31,51.3,48.1,9.9,11.9,15.9,33,55,43,0,0,0,0,0,0,0
"165","2021-02-11",299,2021,2,11,26.2,18.5,8.7,5.6,8.9,33,28.9,21.9,0,1,0,0,0,1000,1000
"166","2021-03-27",325,2021,3,27,49.9,40.6,9.5,11,15.9,33,54,46,0,0,0,0,0,0,0
"167","2021-02-22",245,2021,2,22,32.4,25.3,9.1,9.8,19,24.1,43,19.9,0,1,0,0,0,0,10000
"168","2021-03-03",244,2021,3,3,38.2,26,10,14.1,39,33,43,28,0,0,0,0,0,0,0
"169","2021-02-12",290,2021,2,12,22.5,10.9,10,12.5,20,24.1,28,18,0,0,0,0,0,0,0
"170","2021-03-28",198,2021,3,28,48.1,47.7,5.6,18.4,53,33,52,43,0,1,1,0,0,0,0
"171","2021-03-20",283,2021,3,20,37.9,27.9,10,8,15.9,33,43,30,0,0,0,0,0,0,0
"172","2021-01-15",272,2021,1,15,41.3,35.3,8.7,6.6,11.1,33,46,34,0,0,0,0,0,0,0
"173","2021-01-31",297,2021,1,31,22.2,13.6,10,7.6,14,33,28.9,15.1,0,0,0,0,0,0,0
"174","2021-01-21",251,2021,1,21,30.9,20.6,10,10.4,17.1,22.9,41,19.9,0,0,0,0,0,0,0
"175","2020-11-09",318,2020,11,9,54.8,51,6.6,5.2,8.9,33,71.1,46,0,1,0,0,0,0,0
"176","2020-12-05",278,2020,12,5,51.5,48.4,6.3,11.1,32.1,46,59,39.9,0.32,1,0,0,0,0,10000
"177","2020-11-08",326,2020,11,8,58.8,51,8.5,4.7,9.9,33,71.1,48.9,0,0,0,0,0,0,0
"178","2020-11-01",308,2020,11,1,57.2,54.2,8.4,10.9,17.1,22.9,61,54,0,1,0,0,0,0,10000
"179","2020-10-12",323,2020,10,12,55.3,47.3,10,13,17.1,22,57.2,52,0,1,0,0,0,0,10000
"180","2020-08-14",344,2020,8,14,74.6,64.8,9.7,6.1,15,33,86,69.1,0,0,0,0,0,0,0
"181","2020-09-18",341,2020,9,18,63.6,59.9,8.8,11.2,22.9,31.1,73,59,0.28,1,0,0,0,0,10000
"182","2020-10-02",350,2020,10,2,64.8,59,8.7,8.5,18.1,24.1,70,59,0,1,0,0,0,0,0
"183","2020-09-08",337,2020,9,8,65.9,63.7,5.2,4.2,8,33,77,57.2,0,1,0,0,0,0,0
"184","2020-08-27",343,2020,8,27,66.9,53.6,9.9,6.4,11.1,33,73,63,0,1,0,0,0,0,10000
"185","2020-10-08",332,2020,10,8,59.5,41.1,10,14.6,22,36.9,64,57,0.25,1,0,0,0,0,10000
"186","2020-08-17",288,2020,8,17,66,61.1,7.5,16.8,26,35.9,71.1,62.1,0.82,1,0,0,0,0,10000
"187","2020-08-15",313,2020,8,15,70.4,66.5,7.3,13.9,21,25.1,84.9,66.9,0,1,1,0,0,0,0
"188","2020-08-08",260,2020,8,8,69.7,66.4,5.1,6.1,8.9,33,75.9,63,0,1,0,0,0,0,0
"189","2020-05-02",189,2020,5,2,51.4,43,7.8,13.8,21,31.1,61,43,0.35,1,1,0,0,0,0
"190","2020-06-29",301,2020,6,29,67.1,64.7,5.5,5.5,14,33,73.9,64.9,0.39,1,1,0,0,1,0
"191","2020-06-28",240,2020,6,28,68,65.1,6.9,8,15,20,73,62.1,0.41,1,0,0,1,0,10010
"192","2020-04-18",125,2020,4,18,41,37,6.9,15.3,22.9,28.9,46.9,36,0.61,1,0,0,0,0,10000
"193","2020-06-04",245,2020,6,4,64.4,60.4,9,8.9,13,33,73.9,55.9,0.03,0,0,0,0,0,0
"194","2015-10-25",522,2015,10,25,57,51.7,9.7,6.9,13,33,62.1,48.9,0,0,0,0,0,0,0
"195","2015-10-19",667,2015,10,19,42.8,24.8,10,12.6,19,25.1,48,39.9,0,0,0,0,0,0,0
"196","2015-10-10",649,2015,10,10,59.2,49.2,9,13.1,22.9,32.1,68,46,0.56,0,1,0,0,1,0
"197","2015-10-03",556,2015,10,3,55.5,50.4,7.9,22.1,27,38.1,57.9,53.6,1.01,0,1,0,0,0,0
"198","2015-10-05",597,2015,10,5,58.6,52.1,10,17.1,20,28.9,64,53.1,0,0,1,0,0,0,0
"199","2015-10-02",798,2015,10,2,56,53.3,4.1,22.5,27,38.1,57.2,55,1.07,0,1,0,0,0,0
"200","2015-09-03",665,2015,9,3,74.5,70,7.5,6,15.9,33,81,69.1,0,0,0,0,0,0,0
"201","2015-09-15",579,2015,9,15,70.8,58.4,10,10.1,13,18.1,79,64,0,0,0,0,0,0,0
"202","2015-09-20",556,2015,9,20,70.7,65.3,7.5,8.9,20,27,80.1,64,0,1,0,0,0,0,0
"203","2015-09-27",493,2015,9,27,59.4,50.9,10,7,12,15.9,70,48,0,0,0,0,0,0,0
"204","2015-09-26",557,2015,9,26,59.4,47.2,10,11.4,20,26,70,52,0,0,0,0,0,0,0
"205","2015-09-13",478,2015,9,13,68.2,65,8.8,8.4,11.1,15.9,73,63,0,0,1,0,0,0,0
"206","2015-09-17",744,2015,9,17,69.3,65.6,7.8,5.9,8.9,33,75.9,48.9,0,1,0,0,0,0,0
"207","2015-09-10",716,2015,9,10,73.8,71.2,5.6,5.6,9.9,33,77,71.6,0,1,1,0,0,1,0
"208","2015-09-22",571,2015,9,22,63.5,55.8,10,10.4,15,17.1,70,60.1,0,0,0,0,0,0,0
"209","2015-09-08",795,2015,9,8,76.4,69.6,9.1,13.5,17.1,22.9,81,70,0,0,0,0,0,0,0
"210","2015-09-01",626,2015,9,1,74.6,64.7,9.4,8.3,13,33,82,64.9,0,0,0,0,0,0,0
"211","2015-08-15",582,2015,8,15,71.8,67,8.2,6.7,11.1,33,81,62.1,0,1,1,0,0,0,0
"212","2015-08-20",600,2015,8,20,73.4,69.4,6.4,9.7,15,19,82,68,0,1,0,0,0,0,0
"213","2015-09-02",654,2015,9,2,66,62.6,9.7,5.3,15.9,33,81,61,0,1,0,0,0,0,0
"214","2015-08-25",595,2015,8,25,72.8,68.7,9.7,7.4,12,33,81,66.9,0.01,0,0,0,0,0,0
"215","2015-08-12",643,2015,8,12,71.9,67.4,7.2,7.9,13,33,77,64,1.01,1,1,0,0,1,0
"216","2015-08-18",623,2015,8,18,74.5,71,8.8,8.8,12,33,82.9,70,0,1,0,0,0,0,0
"217","2015-08-29",539,2015,8,29,70.3,62.5,10,7,11.1,33,80.1,62.1,0,0,0,0,0,0,0
"218","2015-08-13",714,2015,8,13,71.1,65.8,8.4,5.2,8.9,33,79,63,0,1,0,0,0,0,0
"219","2015-08-14",729,2015,8,14,70.4,63.5,8.6,4.8,8.9,33,81,62.1,0,0,0,0,0,0,0
"220","2015-08-11",601,2015,8,11,67.9,64.4,7.5,12,15.9,25.1,73.9,55.9,0,0,1,0,0,0,0
"221","2015-08-24",575,2015,8,24,71.7,69.2,3.8,5.4,8.9,33,81,68,0,1,0,0,0,0,0
"222","2015-07-26",551,2015,7,26,65.8,61.6,8.8,8.5,15,33,77,60.1,0,1,0,0,0,0,0
"223","2015-08-07",726,2015,8,7,71.2,61.9,10,7.4,12,33,79,64,0,0,0,0,0,0,0
"224","2015-07-29",629,2015,7,29,76,69.9,5.4,6.8,12,33,86,68,0,1,0,0,0,0,0
"225","2015-08-09",489,2015,8,9,67,62.1,9.2,13.1,18.1,26,77,64,0,0,1,0,0,0,0
"226","2015-08-04",666,2015,8,4,75,71.7,6.1,10.4,15,22,81,70,0,0,1,0,0,0,0
"227","2015-07-20",727,2015,7,20,73.4,69.9,4.1,9.3,13,33,81,69.1,0,1,1,0,0,0,0
"228","2015-08-05",619,2015,8,5,74.5,68.8,7.6,7.8,12,33,81,68,0.02,1,0,0,0,0,0
"229","2015-07-27",626,2015,7,27,71.1,66.5,9.9,8.3,9.9,33,75,61,0,0,0,0,0,0,0
"230","2015-08-02",550,2015,8,2,75.9,64.8,9,7.8,12,33,82.9,66,0,0,0,0,0,0,0
"231","2015-06-23",703,2015,6,23,65.5,61.1,7.8,10.2,18.1,26,77,59,0,1,1,0,0,0,0
"232","2015-06-24",778,2015,6,24,70.8,62.5,8.2,9.4,18.1,28,79,59,0.21,1,1,0,0,1,0
"233","2015-07-10",709,2015,7,10,65.2,60.1,8.7,7.9,15.9,20,75,60.1,0,0,1,0,0,0,0
"234","2015-06-22",774,2015,6,22,67.1,62.7,6.2,6.2,12,33,77,59,1.8,1,0,0,0,0,0
"235","2015-07-02",603,2015,7,2,68.7,62.5,7.1,7,12,33,77,61,0,0,1,0,0,0,0
"236","2015-06-25",670,2015,6,25,68.7,57.9,10,7.4,11.1,33,79,62.1,0,0,0,0,0,0,0
"237","2015-06-20",505,2015,6,20,62,56,10,9,15,20,80.1,55.9,0,0,1,0,0,0,0
"238","2015-07-08",620,2015,7,8,70.6,67.8,3.8,9.8,15,33,75.9,62.1,0,1,0,0,0,0,0
"239","2015-07-05",467,2015,7,5,65.8,59.5,9.3,8.2,15,33,73.9,55,0,0,0,0,0,0,0
"240","2015-07-07",646,2015,7,7,68.1,64.3,7.4,8.2,11.1,33,78.1,62.1,0,0,0,0,0,0,0
"241","2015-06-12",451,2015,6,12,67,60.2,5.9,6.8,13,33,79,61,0,1,0,0,0,0,0
"242","2015-05-21",615,2015,5,21,54.8,41.1,10,7.7,14,19,64.9,48,0,0,0,0,0,0,0
"243","2015-06-15",506,2015,6,15,57.8,51.4,8,9.9,15.9,33,59,55,0,0,1,0,0,0,0
"244","2015-05-22",727,2015,5,22,53.8,48,9.1,9.2,15.9,33,61,48,0.69,0,1,0,0,0,0
"245","2015-06-11",666,2015,6,11,64.6,59.7,9.1,11.8,18.1,22,73,57.9,0,0,0,0,0,0,0
"246","2015-05-25",420,2015,5,25,58.9,52.6,10,11.4,15,33,66,51.1,0,0,0,0,0,0,0
"247","2015-06-13",395,2015,6,13,68,61,6,10.9,21,25.1,79,61,0.02,1,1,0,0,0,0
"248","2015-05-24",432,2015,5,24,56.5,48.2,10,15.5,22,25.1,63,51.1,0,0,0,0,0,0,0
"249","2015-05-28",682,2015,5,28,62.4,57.6,9.2,11.7,15.9,22,68,59,0,0,0,0,0,0,0
