"","num_collisions","temp","visib","wdsp","prcp","fog","rain_drizzle","snow_ice_pellets","hail","thunder","date","year","no_v","one_v","two_v","three_v","four_v","five_v","day_of_week","isMon","isTue","isWed","isThur","isFri","isSat","isSun"
"2831",158,39.4,9.2,15.5,0.01,1,0,0,0,0,"2020-03-31",2020,1,33,109,13,0,2,"3",0,0,1,0,0,0,0
"2832",155,39.9,10,15.5,0,1,0,0,0,0,"2020-04-01",2020,0,23,116,12,4,0,"4",0,0,0,1,0,0,0
"2836",94,41.8,10,6,0.01,0,0,0,0,0,"2020-04-05",2020,1,30,56,6,1,0,"1",1,0,0,0,0,0,0
"2837",127,46.7,9.9,7.9,0,0,0,0,0,0,"2020-04-06",2020,0,29,87,9,2,0,"2",0,1,0,0,0,0,0
"2838",129,49,10,10.1,0,0,0,0,0,0,"2020-04-07",2020,1,35,80,10,2,1,"3",0,0,1,0,0,0,0
"2839",125,46.5,9.6,6.4,0.06,1,0,0,0,0,"2020-04-08",2020,0,32,74,13,4,2,"4",0,0,0,1,0,0,0
"2841",115,45.1,10,19.3,0,1,0,0,0,0,"2020-04-10",2020,0,36,70,5,4,0,"6",0,0,0,0,0,1,0
"2842",121,44.1,10,15.6,0.01,0,0,0,0,0,"2020-04-11",2020,1,34,72,10,1,3,"7",0,0,0,0,0,0,1
"2843",106,45.9,10,9,0,0,0,0,0,0,"2020-04-12",2020,0,28,62,12,3,1,"1",1,0,0,0,0,0,0
"2844",138,51.6,6.6,19.6,0.03,1,0,0,0,0,"2020-04-13",2020,1,53,70,8,3,3,"2",0,1,0,0,0,0,0
"2847",138,43.7,10,8.5,0.01,0,0,0,0,0,"2020-04-16",2020,0,29,96,11,1,1,"5",0,0,0,0,1,0,0
"2848",158,42.2,10,16.3,0,0,0,0,0,0,"2020-04-17",2020,0,40,105,9,4,0,"6",0,0,0,0,0,1,0
"2850",102,44.3,10,14.9,0.05,0,0,0,0,0,"2020-04-19",2020,2,28,58,6,5,3,"1",1,0,0,0,0,0,0
"2851",140,46.8,9.9,13.3,0,1,0,0,0,0,"2020-04-20",2020,1,33,90,8,5,3,"2",0,1,0,0,0,0,0
"2852",121,42.4,9.4,11.8,0,1,0,0,0,0,"2020-04-21",2020,0,49,62,8,2,0,"3",0,0,1,0,0,0,0
"2854",108,42.8,10,14.7,0,0,0,0,0,0,"2020-04-23",2020,0,29,71,6,1,1,"5",0,0,0,0,1,0,0
"2857",140,45.3,7.9,11.3,0,1,0,0,0,0,"2020-04-26",2020,0,50,74,10,3,3,"1",1,0,0,0,0,0,0
"2860",137,46.9,10,8.3,0.02,0,0,0,0,0,"2020-04-29",2020,0,35,90,8,2,2,"4",0,0,0,1,0,0,0
"2861",173,46.8,9.8,17.1,0,0,0,0,0,0,"2020-04-30",2020,0,64,94,11,2,2,"5",0,0,0,0,1,0,0
"2864",167,51.3,9.3,10.3,0.04,0,0,0,0,0,"2020-05-03",2020,1,48,100,16,2,0,"1",1,0,0,0,0,0,0
"2865",174,56.3,9.1,8.4,0,1,0,0,0,0,"2020-05-04",2020,0,43,117,11,3,0,"2",0,1,0,0,0,0,0
"2866",174,51.5,10,11.6,0.03,1,0,0,0,0,"2020-05-05",2020,0,45,111,12,4,2,"3",0,0,1,0,0,0,0
"2867",184,45.6,10,6.8,0,1,0,0,0,0,"2020-05-06",2020,0,49,110,19,3,3,"4",0,0,0,1,0,0,0
"2869",177,51,10,11.3,0.02,0,0,0,0,0,"2020-05-08",2020,1,46,109,14,4,3,"6",0,0,0,0,0,1,0
"2872",173,50.6,9.8,13.3,0,1,0,0,0,0,"2020-05-11",2020,0,45,103,19,5,1,"2",0,1,0,0,0,0,0
"2873",191,49.6,10,15,0.04,0,0,0,0,0,"2020-05-12",2020,0,49,120,14,5,3,"3",0,0,1,0,0,0,0
"2874",212,48.8,10,16,0,0,0,0,0,0,"2020-05-13",2020,0,40,147,21,3,1,"4",0,0,0,1,0,0,0
"2875",171,51.6,10,11,0,0,0,0,0,0,"2020-05-14",2020,0,47,108,11,4,1,"5",0,0,0,0,1,0,0
"2878",171,49.4,10,7,0,0,0,0,0,0,"2020-05-17",2020,0,51,93,17,7,3,"1",1,0,0,0,0,0,0
"2879",185,52.5,10,5.7,0,0,0,0,0,0,"2020-05-18",2020,1,51,115,13,4,1,"2",0,1,0,0,0,0,0
"2880",229,51.7,10,15.5,0,0,0,0,0,0,"2020-05-19",2020,2,36,165,17,6,3,"3",0,0,1,0,0,0,0
"2881",192,49.9,10,10.8,0,0,0,0,0,0,"2020-05-20",2020,1,55,118,12,4,2,"4",0,0,0,1,0,0,0
"2882",212,48.3,9.6,6.3,0,0,0,0,0,0,"2020-05-21",2020,2,46,139,19,6,0,"5",0,0,0,0,1,0,0
"2883",264,57,10,12,0,0,0,0,0,0,"2020-05-22",2020,1,61,162,22,9,9,"6",0,0,0,0,0,1,0
"2884",193,56.4,4.1,9.7,0,1,1,0,0,0,"2020-05-23",2020,0,53,116,15,5,4,"7",0,0,0,0,0,0,1
"2886",214,56,8.6,9.9,0,0,0,0,0,0,"2020-05-25",2020,1,49,126,29,4,5,"2",0,1,0,0,0,0,0
"2887",224,58.2,5.8,4.6,0,1,0,0,0,0,"2020-05-26",2020,0,48,153,17,5,1,"3",0,0,1,0,0,0,0
"2889",209,60.2,6.6,8.4,0.01,1,1,0,0,0,"2020-05-28",2020,0,50,133,17,6,3,"5",0,0,0,0,1,0,0
"2891",226,60.4,3.5,12.9,0.04,1,1,0,0,0,"2020-05-30",2020,0,44,153,21,6,2,"7",0,0,0,0,0,0,1
"2892",208,61.5,9.8,11.7,0.03,0,0,0,0,0,"2020-05-31",2020,4,57,124,17,5,1,"1",1,0,0,0,0,0,0
"2893",196,55.4,10,11.1,0,0,0,0,0,0,"2020-06-01",2020,0,56,115,18,5,2,"2",0,1,0,0,0,0,0
"2894",197,57.1,10,7.6,0,0,0,0,0,0,"2020-06-02",2020,0,39,134,15,7,2,"3",0,0,1,0,0,0,0
"2895",216,59.2,9.2,9.8,0.05,1,0,0,0,0,"2020-06-03",2020,2,43,143,24,3,1,"4",0,0,0,1,0,0,0
"2896",245,64.4,9,8.9,0.03,0,0,0,0,0,"2020-06-04",2020,1,54,165,19,3,3,"5",0,0,0,0,1,0,0
"2897",248,60.4,3.9,7.4,0,1,1,0,0,0,"2020-06-05",2020,1,57,158,25,6,1,"6",0,0,0,0,0,1,0
"2899",206,62.2,8.8,12.3,0.01,1,0,0,0,0,"2020-06-07",2020,0,54,130,9,9,4,"1",1,0,0,0,0,0,0
"2900",235,62.6,10,7.3,0,1,0,0,0,0,"2020-06-08",2020,2,65,149,11,7,1,"2",0,1,0,0,0,0,0
"2901",251,61.9,10,6.5,0,0,0,0,0,0,"2020-06-09",2020,1,55,168,21,4,2,"3",0,0,1,0,0,0,0
"2902",238,60.3,7,7.5,0,1,0,0,0,0,"2020-06-10",2020,2,48,163,16,5,4,"4",0,0,0,1,0,0,0
"2903",251,63.6,6.6,12.7,0,1,0,0,0,0,"2020-06-11",2020,1,57,172,16,4,1,"5",0,0,0,0,1,0,0
"2905",282,62.5,7.3,8.5,0.04,1,0,0,0,0,"2020-06-13",2020,0,67,181,27,5,2,"7",0,0,0,0,0,0,1
"2906",228,60.9,10,13.3,0,0,0,0,0,0,"2020-06-14",2020,1,50,145,22,8,2,"1",1,0,0,0,0,0,0
"2907",223,58.3,8.1,15.4,0,0,0,0,0,0,"2020-06-15",2020,0,54,139,23,6,1,"2",0,1,0,0,0,0,0
"2908",259,59.9,10,11.2,0,0,0,0,0,0,"2020-06-16",2020,0,53,186,14,5,1,"3",0,0,1,0,0,0,0
"2909",244,61.2,10,8.3,0,0,0,0,0,0,"2020-06-17",2020,3,58,153,20,5,5,"4",0,0,0,1,0,0,0
"2910",226,59.8,3.7,4.8,0,1,0,0,0,0,"2020-06-18",2020,2,53,157,11,2,1,"5",0,0,0,0,1,0,0
"2911",306,63.9,3.5,7.7,0,1,0,0,0,0,"2020-06-19",2020,0,75,202,20,7,2,"6",0,0,0,0,0,1,0
"2912",246,64.8,6.6,9.1,0,1,0,0,0,0,"2020-06-20",2020,0,59,161,18,3,5,"7",0,0,0,0,0,0,1
"2913",245,65.2,5.8,6.3,0,1,0,0,0,0,"2020-06-21",2020,0,67,143,27,6,2,"1",1,0,0,0,0,0,0
"2914",295,68.6,9.7,3.9,0,0,0,0,0,0,"2020-06-22",2020,2,57,205,21,6,4,"2",0,1,0,0,0,0,0
"2917",250,67.8,9.1,7.5,0,0,0,0,0,0,"2020-06-25",2020,2,48,183,10,4,3,"5",0,0,0,0,1,0,0
"2918",337,66.7,9.6,7.8,0,0,0,0,0,0,"2020-06-26",2020,0,55,238,27,14,3,"6",0,0,0,0,0,1,0
"2919",273,66.6,6.8,7.2,0,1,0,0,0,0,"2020-06-27",2020,0,60,182,25,4,2,"7",0,0,0,0,0,0,1
"2923",259,64.4,6,4.7,0,1,0,0,0,0,"2020-07-01",2020,1,55,184,12,5,2,"4",0,0,0,1,0,0,0
"2924",340,68.2,7.8,7.7,0,1,0,0,0,0,"2020-07-02",2020,1,67,236,29,5,2,"5",0,0,0,0,1,0,0
"2925",302,69.5,7,9.8,0,1,0,0,0,0,"2020-07-03",2020,1,79,186,25,7,4,"6",0,0,0,0,0,1,0
"2926",278,66.1,5.1,8.9,0,1,0,0,0,0,"2020-07-04",2020,0,64,185,20,4,5,"7",0,0,0,0,0,0,1
"2927",290,63.1,4.4,5,0,1,0,0,0,0,"2020-07-05",2020,1,65,180,27,14,3,"1",1,0,0,0,0,0,0
"2928",257,67.9,6.4,9.1,0,1,1,0,0,0,"2020-07-06",2020,1,54,169,20,10,3,"2",0,1,0,0,0,0,0
"2929",243,60.1,8.9,7.9,0,0,0,0,0,0,"2020-07-07",2020,1,52,169,15,4,2,"3",0,0,1,0,0,0,0
"2930",267,68.1,9.9,9.8,0,0,0,0,0,0,"2020-07-08",2020,0,60,182,16,8,1,"4",0,0,0,1,0,0,0
"2931",313,70.9,8.2,7.7,0,0,0,0,0,0,"2020-07-09",2020,2,69,212,22,6,2,"5",0,0,0,0,1,0,0
"2932",296,69.8,3.8,8.2,0,1,1,0,0,0,"2020-07-10",2020,0,90,178,17,9,2,"6",0,0,0,0,0,1,0
"2933",274,70.3,3.4,11.2,0,1,1,0,0,0,"2020-07-11",2020,2,74,167,21,8,2,"7",0,0,0,0,0,0,1
"2934",292,71.8,7,11.6,0,1,0,0,0,0,"2020-07-12",2020,2,71,179,27,7,6,"1",1,0,0,0,0,0,0
"2935",290,70.3,4.9,8,0,1,0,0,0,0,"2020-07-13",2020,1,69,186,23,8,3,"2",0,1,0,0,0,0,0
"2936",320,72,6.2,7.9,0,1,0,0,0,0,"2020-07-14",2020,1,80,209,21,8,1,"3",0,0,1,0,0,0,0
"2937",268,66.5,9.8,13.9,0,0,0,0,0,0,"2020-07-15",2020,1,60,178,23,5,1,"4",0,0,0,1,0,0,0
"2938",322,63.6,10,8.1,0,0,0,0,0,0,"2020-07-16",2020,0,77,211,24,4,6,"5",0,0,0,0,1,0,0
"2939",308,62.6,9.9,7.5,0,1,0,0,0,0,"2020-07-17",2020,4,66,202,28,6,2,"6",0,0,0,0,0,1,0
"2943",331,77.6,8.3,8.6,0,1,0,0,0,0,"2020-07-21",2020,1,85,209,30,6,0,"3",0,0,1,0,0,0,0
"2944",290,72.7,7.8,4.6,0,1,0,0,0,0,"2020-07-22",2020,3,73,195,14,4,1,"4",0,0,0,1,0,0,0
"2945",332,74.1,5.7,9.4,0,1,0,0,0,0,"2020-07-23",2020,1,81,227,13,7,3,"5",0,0,0,0,1,0,0
"2946",312,73.7,7.8,6.3,0,1,1,0,0,0,"2020-07-24",2020,1,74,215,14,6,2,"6",0,0,0,0,0,1,0
"2947",291,69.6,5.5,3.9,0,1,0,0,0,0,"2020-07-25",2020,3,73,172,30,9,4,"7",0,0,0,0,0,0,1
"2948",313,75.1,8,12.3,0,0,0,0,0,0,"2020-07-26",2020,1,71,191,36,10,4,"1",1,0,0,0,0,0,0
"2949",320,77,7.6,12.3,0,1,0,0,0,0,"2020-07-27",2020,3,75,211,24,6,1,"2",0,1,0,0,0,0,0
"2950",298,76.5,6.6,10.9,0,0,0,0,0,0,"2020-07-28",2020,2,63,201,24,6,2,"3",0,0,1,0,0,0,0
"2951",318,75.3,7.5,6.3,0,1,0,0,0,0,"2020-07-29",2020,2,72,215,20,7,2,"4",0,0,0,1,0,0,0
"2952",300,74.4,3.7,7.1,0,1,0,0,0,0,"2020-07-30",2020,2,61,205,21,11,0,"5",0,0,0,0,1,0,0
"2953",343,73.7,6.3,5.1,0,1,1,0,0,0,"2020-07-31",2020,3,86,224,25,4,1,"6",0,0,0,0,0,1,0
"2954",375,72.6,8.5,5.1,0,1,0,0,0,0,"2020-08-01",2020,1,85,240,33,13,3,"7",0,0,0,0,0,0,1
"2955",286,71.9,8.9,8.4,0,1,0,0,0,0,"2020-08-02",2020,2,71,177,25,7,4,"1",1,0,0,0,0,0,0
"2956",353,76.1,5.1,12.3,0,1,0,0,0,0,"2020-08-03",2020,1,80,236,25,7,4,"2",0,1,0,0,0,0,0
"2957",451,74.8,3.4,11.4,0,1,1,0,0,0,"2020-08-04",2020,1,216,196,28,8,2,"3",0,0,1,0,0,0,0
"2958",345,74.8,8.9,11.5,0,1,0,0,0,0,"2020-08-05",2020,3,78,231,25,7,1,"4",0,0,0,1,0,0,0
"2959",356,74.1,6.4,6.7,0,1,0,0,0,0,"2020-08-06",2020,2,74,243,31,3,3,"5",0,0,0,0,1,0,0
"2960",337,69,6.5,5.2,0,1,0,0,0,0,"2020-08-07",2020,3,80,208,32,8,6,"6",0,0,0,0,0,1,0
"2961",260,69.7,5.1,6.1,0,1,0,0,0,0,"2020-08-08",2020,1,55,178,21,4,1,"7",0,0,0,0,0,0,1
"2962",283,71.5,9.3,7,0,0,0,0,0,0,"2020-08-09",2020,2,58,180,31,10,2,"1",1,0,0,0,0,0,0
"2963",320,74.3,9.8,9.6,0,0,0,0,0,0,"2020-08-10",2020,0,78,211,19,7,5,"2",0,1,0,0,0,0,0
"2964",317,75.4,7.8,9.1,0,0,0,0,0,0,"2020-08-11",2020,1,73,216,20,3,4,"3",0,0,1,0,0,0,0
"2965",293,75.3,5.9,9.1,0,1,0,0,0,0,"2020-08-12",2020,2,67,200,13,7,4,"4",0,0,0,1,0,0,0
"2966",275,77,4.1,6.8,0,1,0,0,0,0,"2020-08-13",2020,0,54,187,28,3,3,"5",0,0,0,0,1,0,0
"2967",344,74.6,9.7,6.1,0,0,0,0,0,0,"2020-08-14",2020,2,63,242,32,4,1,"6",0,0,0,0,0,1,0
"2968",313,70.4,7.3,13.9,0,1,1,0,0,0,"2020-08-15",2020,1,62,208,33,6,3,"7",0,0,0,0,0,0,1
"2969",279,66.6,7.6,12.5,0.01,1,0,0,0,0,"2020-08-16",2020,1,79,163,25,9,2,"1",1,0,0,0,0,0,0
"2972",286,70.4,8.8,5.8,0,1,0,0,0,0,"2020-08-19",2020,3,56,195,21,7,4,"4",0,0,0,1,0,0,0
"2973",306,68.4,10,6.2,0,0,0,0,0,0,"2020-08-20",2020,2,64,210,22,5,3,"5",0,0,0,0,1,0,0
"2974",348,69.1,10,8.7,0,0,0,0,0,0,"2020-08-21",2020,2,87,236,20,1,2,"6",0,0,0,0,0,1,0
"2975",328,72.3,9.7,8.3,0,0,0,0,0,0,"2020-08-22",2020,1,63,223,35,3,3,"7",0,0,0,0,0,0,1
"2976",316,72.3,8.1,7,0,1,0,0,0,0,"2020-08-23",2020,0,60,220,24,10,2,"1",1,0,0,0,0,0,0
"2978",286,74.2,5.9,10.1,0,1,0,0,0,0,"2020-08-25",2020,1,66,189,22,6,2,"3",0,0,1,0,0,0,0
"2979",310,70.2,10,14.2,0,0,0,0,0,0,"2020-08-26",2020,2,71,209,21,5,2,"4",0,0,0,1,0,0,0
"2980",343,66.9,9.9,6.4,0,1,0,0,0,0,"2020-08-27",2020,3,86,221,17,11,5,"5",0,0,0,0,1,0,0
"2981",306,70.6,9.9,6.9,0.05,0,0,0,0,0,"2020-08-28",2020,0,70,203,28,3,2,"6",0,0,0,0,0,1,0
"2982",291,70.8,5.4,9.8,0,1,1,0,0,0,"2020-08-29",2020,2,73,172,32,11,1,"7",0,0,0,0,0,0,1
"2984",294,67,10,7.4,0,0,0,0,0,0,"2020-08-31",2020,3,61,198,29,2,1,"2",0,1,0,0,0,0,0
"2985",337,65.7,10,9.9,0,0,0,0,0,0,"2020-09-01",2020,2,68,238,18,11,0,"3",0,0,1,0,0,0,0
"2986",309,66.5,8.4,10.7,0,1,0,0,0,0,"2020-09-02",2020,1,66,220,16,3,3,"4",0,0,0,1,0,0,0
"2989",362,70.7,10,9.4,0.01,0,0,0,0,0,"2020-09-05",2020,0,82,245,27,5,3,"7",0,0,0,0,0,0,1
"2990",293,67.3,10,6.9,0,0,0,0,0,0,"2020-09-06",2020,1,54,198,25,9,6,"1",1,0,0,0,0,0,0
"2991",295,67.1,10,8.2,0,0,0,0,0,0,"2020-09-07",2020,2,67,193,24,7,2,"2",0,1,0,0,0,0,0
"2992",337,65.9,5.2,4.2,0,1,0,0,0,0,"2020-09-08",2020,2,75,226,27,6,1,"3",0,0,1,0,0,0,0
"2993",292,69.3,4.3,4.2,0,1,0,0,0,0,"2020-09-09",2020,1,54,213,18,2,4,"4",0,0,0,1,0,0,0
"2996",304,62.4,10,12.4,0.07,0,0,0,0,0,"2020-09-12",2020,1,71,195,30,4,3,"7",0,0,0,0,0,0,1
"2997",245,64.2,10,8.6,0,0,0,0,0,0,"2020-09-13",2020,0,60,159,19,4,3,"1",1,0,0,0,0,0,0
"2998",289,69.5,9.5,9.9,0,0,0,0,0,0,"2020-09-14",2020,2,64,195,22,5,1,"2",0,1,0,0,0,0,0
"2999",301,61.5,10,13.4,0,0,0,0,0,0,"2020-09-15",2020,1,53,224,18,3,2,"3",0,0,1,0,0,0,0
"3000",307,58.8,10,6.5,0,0,0,0,0,0,"2020-09-16",2020,1,62,204,35,3,2,"4",0,0,0,1,0,0,0
"3001",322,68.5,10,7.5,0,1,0,0,0,0,"2020-09-17",2020,3,65,218,29,5,2,"5",0,0,0,0,1,0,0
"3003",330,58.8,10,16.9,0.03,0,0,0,0,0,"2020-09-19",2020,0,79,211,30,7,3,"7",0,0,0,0,0,0,1
"3004",275,55.2,10,13.8,0,1,0,0,0,0,"2020-09-20",2020,3,70,166,23,9,4,"1",1,0,0,0,0,0,0
"3005",310,56.8,10,16,0,0,0,0,0,0,"2020-09-21",2020,0,72,209,14,10,5,"2",0,1,0,0,0,0,0
"3006",307,58.8,10,19.2,0,0,0,0,0,0,"2020-09-22",2020,0,71,206,20,7,3,"3",0,0,1,0,0,0,0
"3007",356,64.1,10,14.5,0,0,0,0,0,0,"2020-09-23",2020,1,77,247,25,2,4,"4",0,0,0,1,0,0,0
"3008",297,66.2,10,8.2,0,0,0,0,0,0,"2020-09-24",2020,2,52,212,21,8,2,"5",0,0,0,0,1,0,0
"3009",348,64.6,7,7.2,0,1,0,0,0,0,"2020-09-25",2020,1,64,254,20,6,3,"6",0,0,0,0,0,1,0
"3010",330,63.6,4.5,4.9,0,1,0,0,0,0,"2020-09-26",2020,3,84,201,32,6,4,"7",0,0,0,0,0,0,1
"3011",315,66.7,9.2,7.2,0,1,0,0,0,0,"2020-09-27",2020,3,75,190,30,10,7,"1",1,0,0,0,0,0,0
"3013",317,67.5,6.1,5.5,0,1,1,0,0,0,"2020-09-29",2020,2,57,224,27,6,1,"3",0,0,1,0,0,0,0
"3014",347,67.6,7.7,20.1,0.06,1,1,0,0,0,"2020-09-30",2020,1,74,232,30,9,1,"4",0,0,0,1,0,0,0
"3015",332,66.4,9.7,9.8,0.02,0,0,0,0,0,"2020-10-01",2020,4,71,225,21,5,6,"5",0,0,0,0,1,0,0
"3016",350,64.8,8.7,8.5,0,1,0,0,0,0,"2020-10-02",2020,0,81,242,17,6,4,"6",0,0,0,0,0,1,0
"3017",323,61.4,10,4.9,0,0,0,0,0,0,"2020-10-03",2020,2,56,223,35,2,5,"7",0,0,0,0,0,0,1
"3018",269,61,10,7,0,0,0,0,0,0,"2020-10-04",2020,2,65,167,24,9,2,"1",1,0,0,0,0,0,0
"3020",325,59.2,9.9,6.8,0.05,1,0,0,0,0,"2020-10-06",2020,1,66,221,27,8,2,"3",0,0,1,0,0,0,0
"3021",308,65.7,9.6,16.4,0.07,1,0,0,0,0,"2020-10-07",2020,1,73,201,27,2,4,"4",0,0,0,1,0,0,0
"3023",330,52.5,10,11.2,0,0,0,0,0,0,"2020-10-09",2020,5,75,216,25,6,3,"6",0,0,0,0,0,1,0
"3024",277,65.2,9.9,17.6,0,0,0,0,0,0,"2020-10-10",2020,0,62,175,26,7,7,"7",0,0,0,0,0,0,1
"3025",248,60.9,10,14.3,0,0,0,0,0,0,"2020-10-11",2020,2,62,145,28,8,3,"1",1,0,0,0,0,0,0
"3026",323,55.3,10,13,0,1,0,0,0,0,"2020-10-12",2020,4,81,204,24,8,2,"2",0,1,0,0,0,0,0
"3027",323,61.8,3.3,15.7,0.05,1,0,0,0,0,"2020-10-13",2020,3,70,209,33,4,4,"3",0,0,1,0,0,0,0
"3028",333,60.7,10,12.1,0.06,1,1,0,0,0,"2020-10-14",2020,0,73,222,31,5,2,"4",0,0,0,1,0,0,0
"3029",311,63.5,10,10.4,0,1,0,0,0,0,"2020-10-15",2020,0,61,217,23,8,2,"5",0,0,0,0,1,0,0
"3030",304,65.4,10,12.6,0,0,0,0,0,0,"2020-10-16",2020,1,81,197,18,3,4,"6",0,0,0,0,0,1,0
"3032",305,54.7,10,8.4,0,0,0,0,0,0,"2020-10-18",2020,1,77,189,24,9,5,"1",1,0,0,0,0,0,0
"3033",276,55.6,10,5,0,0,0,0,0,0,"2020-10-19",2020,0,48,209,16,2,1,"2",0,1,0,0,0,0,0
"3034",336,59.7,8,7.2,0,1,0,0,0,0,"2020-10-20",2020,2,75,228,22,6,3,"3",0,0,1,0,0,0,0
"3035",338,64.9,4.7,5.2,0.03,1,1,0,0,0,"2020-10-21",2020,3,80,226,23,4,2,"4",0,0,0,1,0,0,0
"3036",264,65,5.3,5,0,1,0,0,0,0,"2020-10-22",2020,2,59,181,15,5,2,"5",0,0,0,0,1,0,0
"3037",337,62,9.5,7.4,0,1,0,0,0,0,"2020-10-23",2020,1,75,228,23,6,4,"6",0,0,0,0,0,1,0
"3038",301,60.9,10,6,0,0,0,0,0,0,"2020-10-24",2020,0,75,196,19,7,4,"7",0,0,0,0,0,0,1
"3039",281,52.1,10,12.6,0,0,0,0,0,0,"2020-10-25",2020,0,57,181,30,7,6,"1",1,0,0,0,0,0,0
"3040",314,56.1,9.9,11.2,0.01,1,0,0,0,0,"2020-10-26",2020,2,77,199,22,9,5,"2",0,1,0,0,0,0,0
"3041",262,56.7,8.2,9.4,0.01,1,1,0,0,0,"2020-10-27",2020,1,55,180,22,4,0,"3",0,0,1,0,0,0,0
"3042",309,53.6,8,9.9,0.05,1,0,0,0,0,"2020-10-28",2020,3,77,205,19,3,2,"4",0,0,0,1,0,0,0
"3045",334,44.9,10,6.7,0,0,0,0,0,0,"2020-10-31",2020,4,75,225,21,6,3,"7",0,0,0,0,0,0,1
"3046",308,57.2,8.4,10.9,0,1,0,0,0,0,"2020-11-01",2020,1,74,191,34,6,2,"1",1,0,0,0,0,0,0
"3048",285,44,10,17.2,0,1,0,0,0,0,"2020-11-03",2020,1,75,185,16,5,3,"3",0,0,1,0,0,0,0
"3049",302,46.4,10,7.9,0,0,0,0,0,0,"2020-11-04",2020,1,63,209,22,7,0,"4",0,0,0,1,0,0,0
"3050",357,59,9.8,10.3,0,0,0,0,0,0,"2020-11-05",2020,3,74,249,24,3,4,"5",0,0,0,0,1,0,0
"3051",365,59.5,7.6,9.7,0.02,1,1,0,0,0,"2020-11-06",2020,0,92,243,23,6,1,"6",0,0,0,0,0,1,0
"3052",329,60.4,8.3,11.2,0,1,0,0,0,0,"2020-11-07",2020,0,71,217,26,7,8,"7",0,0,0,0,0,0,1
"3053",326,58.8,8.5,4.7,0,0,0,0,0,0,"2020-11-08",2020,2,81,190,38,13,2,"1",1,0,0,0,0,0,0
"3054",318,54.8,6.6,5.2,0,1,0,0,0,0,"2020-11-09",2020,0,69,214,25,6,4,"2",0,1,0,0,0,0,0
"3055",343,57.2,5.7,8.2,0,1,0,0,0,0,"2020-11-10",2020,2,81,224,21,8,7,"3",0,0,1,0,0,0,0
"3056",300,61.4,9,10.4,0,0,0,0,0,0,"2020-11-11",2020,3,80,194,17,5,1,"4",0,0,0,1,0,0,0
"3059",298,50.5,10,11.3,0.02,0,0,0,0,0,"2020-11-14",2020,1,61,193,36,7,0,"7",0,0,0,0,0,0,1
"3060",251,46.4,10,9.6,0,0,0,0,0,0,"2020-11-15",2020,2,69,154,16,9,1,"1",1,0,0,0,0,0,0
"3062",260,47.4,10,8.9,0,0,0,0,0,0,"2020-11-17",2020,1,56,184,16,3,0,"3",0,0,1,0,0,0,0
"3063",295,38.1,10,15.4,0,0,0,0,0,0,"2020-11-18",2020,1,67,200,22,4,1,"4",0,0,0,1,0,0,0
"3064",279,37.2,10,11.3,0,0,0,0,0,0,"2020-11-19",2020,1,71,181,20,5,1,"5",0,0,0,0,1,0,0
"3065",358,56.9,9,19.8,0,0,0,0,0,0,"2020-11-20",2020,2,91,237,22,3,3,"6",0,0,0,0,0,1,0
"3066",314,57.7,9.3,10.3,0,0,0,0,0,0,"2020-11-21",2020,2,64,210,32,4,2,"7",0,0,0,0,0,0,1
"3067",222,50.9,10,12.5,0,0,0,0,0,0,"2020-11-22",2020,2,52,136,27,3,2,"1",1,0,0,0,0,0,0
"3068",298,53.9,7.6,15.1,0,1,1,0,0,0,"2020-11-23",2020,3,77,186,24,4,4,"2",0,1,0,0,0,0,0
"3070",276,45.1,10,9.7,0,0,0,0,0,0,"2020-11-25",2020,0,55,197,16,2,6,"4",0,0,0,1,0,0,0
"3071",203,55.7,7,10.2,0,1,0,0,0,0,"2020-11-26",2020,3,58,116,18,6,2,"5",0,0,0,0,1,0,0
"3073",239,50.6,8.7,4.3,0,1,0,0,0,0,"2020-11-28",2020,0,53,159,22,3,2,"7",0,0,0,0,0,0,1
"3074",248,47.4,10,8.5,0,0,0,0,0,0,"2020-11-29",2020,1,55,155,25,8,4,"1",1,0,0,0,0,0,0
"3075",301,52.7,8.3,13.2,0,1,0,0,0,0,"2020-11-30",2020,2,90,178,28,1,2,"2",0,1,0,0,0,0,0
"3078",252,45.1,10,12.6,0.02,0,0,0,0,0,"2020-12-03",2020,5,58,158,20,7,4,"5",0,0,0,0,1,0,0
"3079",372,53.6,10,13.1,0,1,0,0,0,0,"2020-12-04",2020,6,86,236,32,6,6,"6",0,0,0,0,0,1,0
"3082",281,35.1,10,9.3,0,0,0,0,0,0,"2020-12-07",2020,1,77,180,17,4,2,"2",0,1,0,0,0,0,0
"3083",282,36.4,10,14.1,0,1,0,0,0,0,"2020-12-08",2020,3,62,193,19,4,1,"3",0,0,1,0,0,0,0
"3084",280,35.4,9.6,9.2,0.01,1,0,0,0,0,"2020-12-09",2020,1,55,188,22,9,5,"4",0,0,0,1,0,0,0
"3086",348,41.5,10,5.8,0,0,0,0,0,0,"2020-12-11",2020,1,72,237,29,6,3,"6",0,0,0,0,0,1,0
"3087",285,52.1,8.6,7,0,1,1,0,0,0,"2020-12-12",2020,1,74,171,29,9,1,"7",0,0,0,0,0,0,1
"3088",265,53.4,6.3,9.7,0.06,1,1,0,0,0,"2020-12-13",2020,3,53,177,18,8,6,"1",1,0,0,0,0,0,0
