"","num_collisions","temp","visib","wdsp","prcp","fog","rain_drizzle","snow_ice_pellets","hail","thunder","date","year","no_v","one_v","two_v","three_v","four_v","five_v","day_of_week","isMon","isTue","isWed","isThur","isFri","isSat","isSun"
"1247",453,46.1,9.6,9.4,0,0,0,0,0,0,"2015-11-29",2015,2,34,380,29,6,2,"1",1,0,0,0,0,0,0
"1248",611,40.5,10,11.3,0,0,0,0,0,0,"2015-11-30",2015,4,71,505,25,6,0,"2",0,1,0,0,0,0,0
"1249",746,40.1,9.3,7.9,0,0,1,0,0,0,"2015-12-01",2015,5,119,578,34,9,1,"3",0,0,1,0,0,0,0
"1252",680,45.6,10,10.9,0.03,0,0,0,0,0,"2015-12-04",2015,2,83,559,30,5,1,"6",0,0,0,0,0,1,0
"1253",629,45.6,10,6.1,0,0,0,0,0,0,"2015-12-05",2015,2,76,502,37,12,0,"7",0,0,0,0,0,0,1
"1254",485,45.4,8.5,6.2,0,1,0,0,0,0,"2015-12-06",2015,1,64,388,22,9,1,"1",1,0,0,0,0,0,0
"1255",668,50.8,8,9.2,0,0,0,0,0,0,"2015-12-07",2015,1,86,548,24,6,3,"2",0,1,0,0,0,0,0
"1256",618,47.4,7.8,11.3,0,0,1,0,0,0,"2015-12-08",2015,2,61,514,33,6,2,"3",0,0,1,0,0,0,0
"1258",668,51.1,9,9.3,0.02,0,1,0,0,0,"2015-12-10",2015,2,75,549,35,6,1,"5",0,0,0,0,1,0,0
"1259",694,52.2,6.1,5.8,0,1,0,0,0,0,"2015-12-11",2015,3,64,594,27,4,2,"6",0,0,0,0,0,1,0
"1260",578,55,8.1,9.8,0,0,0,0,0,0,"2015-12-12",2015,3,62,471,34,4,4,"7",0,0,0,0,0,0,1
"1261",549,53.6,8.1,7.5,0,0,0,0,0,0,"2015-12-13",2015,3,60,456,27,2,1,"1",1,0,0,0,0,0,0
"1262",637,52.6,6.7,7.9,0,1,1,0,0,0,"2015-12-14",2015,2,96,510,24,3,2,"2",0,1,0,0,0,0,0
"1265",745,48.9,8.8,9.7,0,0,1,0,0,0,"2015-12-17",2015,1,133,581,27,1,2,"5",0,0,0,0,1,0,0
"1268",500,38.5,10,14,0,0,0,0,0,0,"2015-12-20",2015,1,45,417,27,3,7,"1",1,0,0,0,0,0,0
"1269",612,49.5,9.4,14.3,0,0,0,0,0,0,"2015-12-21",2015,6,59,511,29,5,2,"2",0,1,0,0,0,0,0
"1270",699,54.8,4.4,11.3,0,1,1,0,0,0,"2015-12-22",2015,2,70,574,46,7,0,"3",0,0,1,0,0,0,0
"1274",395,51.4,8.9,11.3,0.07,0,1,0,0,0,"2015-12-26",2015,1,39,326,22,5,2,"7",0,0,0,0,0,0,1
"1275",518,52.9,4.5,13.1,0.03,1,1,0,0,0,"2015-12-27",2015,1,59,404,39,10,5,"1",1,0,0,0,0,0,0
"1276",490,40.9,9.3,18.5,0.1,0,1,0,0,0,"2015-12-28",2015,1,56,403,24,5,1,"2",0,1,0,0,0,0,0
"1279",527,46.5,9.5,11,0,0,1,0,0,0,"2015-12-31",2015,2,63,436,18,7,1,"5",0,0,0,0,1,0,0
"1281",422,37.7,10,12.5,0.03,0,0,0,0,0,"2016-01-02",2016,0,42,356,20,4,0,"7",0,0,0,0,0,0,1
"1282",432,44.4,10,15.5,0,0,0,0,0,0,"2016-01-03",2016,2,57,342,18,8,5,"1",1,0,0,0,0,0,0
"1283",601,38.2,10,13.5,0,0,0,0,0,0,"2016-01-04",2016,5,86,475,27,5,3,"2",0,1,0,0,0,0,0
"1284",640,27.7,7.9,20.3,0,0,0,1,0,0,"2016-01-05",2016,6,73,530,25,4,2,"3",0,0,1,0,0,0,0
"1285",625,33.5,10,8.3,0,0,0,0,0,0,"2016-01-06",2016,5,76,512,26,5,1,"4",0,0,0,1,0,0,0
"1286",542,40.5,10,6.8,0,0,0,0,0,0,"2016-01-07",2016,1,63,443,23,7,5,"5",0,0,0,0,1,0,0
"1287",602,41.3,9.9,11.8,0,0,0,0,0,0,"2016-01-08",2016,1,84,484,26,5,2,"6",0,0,0,0,0,1,0
"1288",554,45.9,10,9.3,0,0,0,0,0,0,"2016-01-09",2016,4,62,443,35,5,5,"7",0,0,0,0,0,0,1
"1289",462,51.3,4.9,16.2,0,1,1,0,0,0,"2016-01-10",2016,0,73,360,20,8,1,"1",1,0,0,0,0,0,0
"1291",637,33,10,7.9,0,0,0,0,0,0,"2016-01-12",2016,2,84,512,30,7,2,"3",0,0,1,0,0,0,0
"1293",597,28.9,8.1,11.4,0.01,0,0,1,0,0,"2016-01-14",2016,1,90,462,35,7,2,"5",0,0,0,0,1,0,0
"1294",722,36.5,10,7.2,0,0,0,0,0,0,"2016-01-15",2016,4,71,598,40,6,3,"6",0,0,0,0,0,1,0
"1299",623,29.4,10,18.9,0,0,0,0,0,0,"2016-01-20",2016,4,71,513,29,4,2,"4",0,0,0,1,0,0,0
"1300",666,30.9,10,14.5,0,0,0,0,0,0,"2016-01-21",2016,6,73,548,32,6,1,"5",0,0,0,0,1,0,0
"1301",702,28,10,13.1,0,0,0,0,0,0,"2016-01-22",2016,5,97,566,27,5,2,"6",0,0,0,0,0,1,0
"1302",402,34.6,6.1,17.5,0,1,0,1,0,0,"2016-01-23",2016,1,59,304,29,6,3,"7",0,0,0,0,0,0,1
"1304",658,33.5,10,6.5,0.02,0,0,0,0,0,"2016-01-25",2016,3,80,551,23,1,0,"2",0,1,0,0,0,0,0
"1305",734,42.2,9.1,11.1,0,0,0,0,0,0,"2016-01-26",2016,4,92,613,21,4,0,"3",0,0,1,0,0,0,0
"1306",670,43,7.5,9.4,0,0,1,0,0,0,"2016-01-27",2016,3,88,544,30,4,1,"4",0,0,0,1,0,0,0
"1307",681,35,10,4.3,0.09,0,0,0,0,0,"2016-01-28",2016,1,83,569,21,5,2,"5",0,0,0,0,1,0,0
"1308",645,41.3,10,5.9,0,0,0,0,0,0,"2016-01-29",2016,1,80,533,22,5,4,"6",0,0,0,0,0,1,0
"1309",596,37.8,10,11.6,0,0,0,0,0,0,"2016-01-30",2016,1,81,479,28,5,2,"7",0,0,0,0,0,0,1
"1310",532,45,8.6,12.5,0,0,0,0,0,0,"2016-01-31",2016,5,61,429,24,9,4,"1",1,0,0,0,0,0,0
"1311",716,47.6,6.9,11.8,0,0,1,0,0,0,"2016-02-01",2016,5,91,579,34,5,2,"2",0,1,0,0,0,0,0
"1312",711,43.2,10,6.5,0.07,0,1,0,0,0,"2016-02-02",2016,4,92,584,23,8,0,"3",0,0,1,0,0,0,0
"1313",579,42.6,9.5,11.9,0,0,0,0,0,0,"2016-02-03",2016,5,102,454,17,0,1,"4",0,0,0,1,0,0,0
"1317",423,38.7,10,6.7,0,0,0,0,0,0,"2016-02-07",2016,2,52,335,30,4,0,"1",1,0,0,0,0,0,0
"1319",571,33.1,8.1,11.5,0.06,0,0,1,0,0,"2016-02-09",2016,0,79,464,26,2,0,"3",0,0,1,0,0,0,0
"1320",537,33.5,9.1,4.2,0,0,1,1,0,0,"2016-02-10",2016,0,71,437,22,6,1,"4",0,0,0,1,0,0,0
"1321",622,31.5,9.5,11.2,0.01,0,0,1,0,0,"2016-02-11",2016,2,99,493,24,2,2,"5",0,0,0,0,1,0,0
"1322",628,19.3,10,14,0,0,0,0,0,0,"2016-02-12",2016,3,82,502,33,5,3,"6",0,0,0,0,0,1,0
"1323",480,23.5,7.4,12.2,0,0,0,1,0,0,"2016-02-13",2016,0,52,397,19,5,7,"7",0,0,0,0,0,0,1
"1325",291,18.6,9.3,6,0,0,0,1,0,0,"2016-02-15",2016,1,37,225,19,6,3,"2",0,1,0,0,0,0,0
"1326",615,44.5,4.8,18.5,0.02,1,1,0,0,0,"2016-02-16",2016,1,96,483,30,4,1,"3",0,0,1,0,0,0,0
"1328",592,36,10,12.5,0,0,0,0,0,0,"2016-02-18",2016,3,71,490,21,3,4,"5",0,0,0,0,1,0,0
"1329",532,34.7,10,10.7,0,0,0,0,0,0,"2016-02-19",2016,6,58,432,26,9,1,"6",0,0,0,0,0,1,0
"1330",555,42.8,8.8,12.5,0.03,0,1,0,0,0,"2016-02-20",2016,3,59,450,34,6,3,"7",0,0,0,0,0,0,1
"1331",481,46.8,8.4,11.2,0,0,0,0,0,0,"2016-02-21",2016,2,65,380,27,5,2,"1",1,0,0,0,0,0,0
"1332",615,41.8,10,9.2,0.07,0,1,0,0,0,"2016-02-22",2016,1,78,494,36,1,5,"2",0,1,0,0,0,0,0
"1333",623,36.5,10,9.9,0.04,0,0,0,0,0,"2016-02-23",2016,3,101,487,26,4,2,"3",0,0,1,0,0,0,0
"1334",660,46.9,6,12.7,0.03,0,1,0,0,0,"2016-02-24",2016,5,111,506,29,6,3,"4",0,0,0,1,0,0,0
"1336",476,40.2,9.5,20.8,0.04,0,0,0,0,0,"2016-02-26",2016,2,56,384,28,6,0,"6",0,0,0,0,0,1,0
"1337",388,30.7,10,11.6,0,0,0,0,0,0,"2016-02-27",2016,0,48,308,24,5,3,"7",0,0,0,0,0,0,1
"1338",509,42.8,10,16.6,0,0,0,0,0,0,"2016-02-28",2016,1,53,417,26,5,7,"1",1,0,0,0,0,0,0
"1339",616,47.8,7.2,17,0,0,0,0,0,0,"2016-02-29",2016,5,62,518,24,7,0,"2",0,1,0,0,0,0,0
"1340",662,43.2,9.3,12.1,0,0,1,0,0,0,"2016-03-01",2016,6,74,553,26,3,0,"3",0,0,1,0,0,0,0
"1343",685,33.9,6.9,8.5,0,0,1,1,0,0,"2016-03-04",2016,1,81,559,29,13,2,"6",0,0,0,0,0,1,0
"1345",500,33.2,10,3.1,0,0,0,0,0,0,"2016-03-06",2016,3,65,394,27,10,1,"1",1,0,0,0,0,0,0
"1346",571,36.8,9.9,9,0,0,0,0,0,0,"2016-03-07",2016,0,65,478,22,4,2,"2",0,1,0,0,0,0,0
"1347",632,44.4,8.8,8.5,0,0,0,0,0,0,"2016-03-08",2016,5,79,506,38,3,1,"3",0,0,1,0,0,0,0
"1348",660,46.4,8,9.4,0,0,0,0,0,0,"2016-03-09",2016,5,67,539,41,6,2,"4",0,0,0,1,0,0,0
"1349",629,49.6,7.6,10.9,0,0,0,0,0,0,"2016-03-10",2016,1,77,514,25,8,4,"5",0,0,0,0,1,0,0
"1351",625,41.2,8.8,6.6,0.02,0,1,1,0,0,"2016-03-12",2016,5,70,517,26,6,1,"7",0,0,0,0,0,0,1
"1352",435,50.1,10,11.8,0,0,0,0,0,0,"2016-03-13",2016,0,58,342,30,5,0,"1",1,0,0,0,0,0,0
"1353",640,43.8,9.5,12.3,0,0,1,0,0,0,"2016-03-14",2016,3,123,485,24,5,0,"2",0,1,0,0,0,0,0
"1356",612,45.4,5.9,8.5,0.01,0,1,0,0,0,"2016-03-17",2016,2,93,478,35,2,2,"5",0,0,0,0,1,0,0
"1357",644,47,9.9,12.3,0,0,0,0,0,0,"2016-03-18",2016,5,91,520,25,3,0,"6",0,0,0,0,0,1,0
"1358",540,40,10,10,0,0,0,0,0,0,"2016-03-19",2016,1,86,417,28,7,1,"7",0,0,0,0,0,0,1
"1359",479,37.2,10,11.3,0,0,0,0,0,0,"2016-03-20",2016,2,91,347,28,7,4,"1",1,0,0,0,0,0,0
"1361",628,40.8,10,16,0.01,0,0,0,0,0,"2016-03-22",2016,4,105,483,27,8,1,"3",0,0,1,0,0,0,0
"1362",621,48.6,8.5,13.5,0,0,0,0,0,0,"2016-03-23",2016,2,87,497,29,6,0,"4",0,0,0,1,0,0,0
"1363",635,45.1,9.6,11.3,0,0,0,0,0,0,"2016-03-24",2016,2,87,501,35,5,5,"5",0,0,0,0,1,0,0
"1366",459,40,9.8,5.4,0,0,0,0,0,0,"2016-03-27",2016,4,66,350,34,4,1,"1",1,0,0,0,0,0,0
"1367",658,45.1,5.9,11.8,0.02,1,1,0,0,0,"2016-03-28",2016,2,123,491,35,6,1,"2",0,1,0,0,0,0,0
"1369",650,43.4,10,13.2,0,0,0,0,0,0,"2016-03-30",2016,2,88,528,26,5,1,"4",0,0,0,1,0,0,0
"1370",652,51,8.7,13.1,0,0,0,0,0,0,"2016-03-31",2016,5,101,517,24,4,1,"5",0,0,0,0,1,0,0
"1374",683,36.5,8.2,10.3,0.07,0,1,1,0,0,"2016-04-04",2016,1,105,538,30,7,2,"2",0,1,0,0,0,0,0
"1375",672,35.1,9.8,19.5,0,0,1,1,0,0,"2016-04-05",2016,1,102,528,36,4,1,"3",0,0,1,0,0,0,0
"1376",628,37,10,10.7,0,0,0,0,0,0,"2016-04-06",2016,1,92,502,24,7,2,"4",0,0,0,1,0,0,0
"1379",557,41.8,10,9.7,0,0,0,0,0,0,"2016-04-09",2016,2,83,429,30,11,2,"7",0,0,0,0,0,0,1
"1380",499,40.6,10,15.7,0,0,0,0,0,0,"2016-04-10",2016,2,66,400,22,6,3,"1",1,0,0,0,0,0,0
"1381",624,47.8,9.9,12.8,0,0,0,0,0,0,"2016-04-11",2016,1,76,499,36,10,2,"2",0,1,0,0,0,0,0
"1382",638,52.5,6.4,13.6,0,0,1,0,0,0,"2016-04-12",2016,3,70,523,29,10,3,"3",0,0,1,0,0,0,0
"1384",674,44,10,15.8,0,0,0,0,0,0,"2016-04-14",2016,2,84,543,37,7,1,"5",0,0,0,0,1,0,0
"1385",733,46.4,10,17.6,0,0,0,0,0,0,"2016-04-15",2016,3,93,593,37,6,1,"6",0,0,0,0,0,1,0
"1387",568,45.8,10,15.4,0,0,0,0,0,0,"2016-04-17",2016,3,93,423,39,8,2,"1",1,0,0,0,0,0,0
"1388",687,49.5,10,6,0,0,1,0,0,0,"2016-04-18",2016,4,81,561,27,10,4,"2",0,1,0,0,0,0,0
"1389",732,46.9,9.8,7.9,0,0,1,0,0,0,"2016-04-19",2016,7,98,593,29,3,2,"3",0,0,1,0,0,0,0
"1390",697,47.3,10,11.7,0.01,0,0,0,0,0,"2016-04-20",2016,2,95,550,43,4,3,"4",0,0,0,1,0,0,0
"1391",694,49.6,10,13.4,0,0,0,0,0,0,"2016-04-21",2016,3,90,551,35,9,6,"5",0,0,0,0,1,0,0
"1392",741,55.4,8.7,10.2,0,1,1,0,0,0,"2016-04-22",2016,4,105,594,30,6,2,"6",0,0,0,0,0,1,0
"1395",488,48.4,10,9.2,0,0,0,0,0,0,"2016-04-25",2016,2,67,400,15,4,0,"2",0,1,0,0,0,0,0
"1396",479,46.8,9,9.4,0.07,0,1,0,0,0,"2016-04-26",2016,2,68,375,24,7,3,"3",0,0,1,0,0,0,0
"1398",489,47.7,10,10.1,0,0,0,0,0,0,"2016-04-28",2016,0,75,396,13,4,1,"5",0,0,0,0,1,0,0
"1399",517,46.1,10,9.4,0,0,1,0,0,0,"2016-04-29",2016,3,67,416,25,4,2,"6",0,0,0,0,0,1,0
"1400",581,47.3,10,8.7,0,0,0,0,0,0,"2016-04-30",2016,2,84,452,34,6,3,"7",0,0,0,0,0,0,1
"1401",484,45.2,9.7,6.1,0,0,1,0,0,0,"2016-05-01",2016,1,75,368,32,6,2,"1",1,0,0,0,0,0,0
"1403",711,48.2,8.2,9,0.04,0,1,0,0,0,"2016-05-03",2016,0,84,585,33,7,2,"3",0,0,1,0,0,0,0
"1407",571,52.5,5.1,8.1,0,1,1,0,0,0,"2016-05-07",2016,2,82,461,17,6,3,"7",0,0,0,0,0,0,1
"1409",646,54,10,13.8,0.01,0,0,0,0,0,"2016-05-09",2016,2,98,500,36,7,3,"2",0,1,0,0,0,0,0
"1410",608,51.9,10,9,0,0,0,0,0,0,"2016-05-10",2016,1,86,485,27,5,4,"3",0,0,1,0,0,0,0
"1411",699,55.6,10,7.6,0,0,0,0,0,0,"2016-05-11",2016,2,87,567,31,11,1,"4",0,0,0,1,0,0,0
"1412",744,55.2,9.4,4.4,0,0,0,0,0,0,"2016-05-12",2016,0,99,590,45,8,2,"5",0,0,0,0,1,0,0
"1413",766,55.5,6.6,8.3,0,1,1,0,0,0,"2016-05-13",2016,4,96,617,43,4,2,"6",0,0,0,0,0,1,0
"1414",589,59.4,6.9,8.1,0.1,1,1,0,0,0,"2016-05-14",2016,1,88,462,27,9,2,"7",0,0,0,0,0,0,1
"1415",510,55.7,8.9,16.3,0.09,0,1,0,0,0,"2016-05-15",2016,1,79,377,40,9,4,"1",1,0,0,0,0,0,0
"1416",742,50.8,10,19.8,0,0,0,0,0,0,"2016-05-16",2016,2,116,582,33,9,0,"2",0,1,0,0,0,0,0
"1417",624,55,10,11.9,0,0,0,0,0,0,"2016-05-17",2016,0,78,509,31,4,2,"3",0,0,1,0,0,0,0
"1418",676,55.5,10,11,0.06,0,1,0,0,0,"2016-05-18",2016,2,73,569,29,2,1,"4",0,0,0,1,0,0,0
"1419",694,53.9,10,6.7,0.05,0,1,0,0,0,"2016-05-19",2016,1,82,571,35,4,1,"5",0,0,0,0,1,0,0
"1420",782,56.4,10,6.6,0,0,0,0,0,0,"2016-05-20",2016,1,90,649,35,4,3,"6",0,0,0,0,0,1,0
"1421",568,55.7,9.7,6.5,0,0,1,0,0,0,"2016-05-21",2016,2,77,447,34,6,2,"7",0,0,0,0,0,0,1
"1422",571,56.3,9,14.2,0.07,0,1,0,0,0,"2016-05-22",2016,1,96,435,28,7,4,"1",1,0,0,0,0,0,0
"1423",652,59.4,10,9.6,0.03,0,0,0,0,0,"2016-05-23",2016,3,97,512,33,4,3,"2",0,1,0,0,0,0,0
"1424",695,54.6,4.4,10.7,0,1,1,0,0,0,"2016-05-24",2016,0,104,543,37,10,1,"3",0,0,1,0,0,0,0
"1425",733,57.9,7.7,8.7,0.01,0,1,0,0,0,"2016-05-25",2016,2,96,588,39,6,2,"4",0,0,0,1,0,0,0
"1426",742,65.7,9.7,7.7,0,0,0,0,0,0,"2016-05-26",2016,1,82,611,39,7,2,"5",0,0,0,0,1,0,0
"1427",767,60,6.5,8.2,0,1,1,0,0,0,"2016-05-27",2016,0,93,627,35,8,4,"6",0,0,0,0,0,1,0
"1428",627,62.5,9.2,11.6,0,0,1,0,0,0,"2016-05-28",2016,1,85,492,42,3,4,"7",0,0,0,0,0,0,1
"1429",566,64.6,10,7.7,0,0,0,0,0,0,"2016-05-29",2016,1,73,442,38,12,0,"1",1,0,0,0,0,0,0
"1431",760,62.8,4.9,10.1,0.03,1,1,0,0,0,"2016-05-31",2016,0,91,620,39,9,1,"3",0,0,1,0,0,0,0
"1432",772,64,7.6,9.1,0.05,1,1,0,0,0,"2016-06-01",2016,1,79,644,33,11,4,"4",0,0,0,1,0,0,0
"1433",683,55.7,6.8,9.3,0.01,1,0,0,0,0,"2016-06-02",2016,1,75,558,38,9,2,"5",0,0,0,0,1,0,0
"1434",710,58.4,7.8,6.7,0,0,1,0,0,0,"2016-06-03",2016,2,83,589,28,7,1,"6",0,0,0,0,0,1,0
"1435",635,60.2,4.2,5.3,0,1,0,0,0,0,"2016-06-04",2016,5,95,483,36,12,4,"7",0,0,0,0,0,0,1
"1436",466,58.4,3.4,10.3,0,1,1,0,0,0,"2016-06-05",2016,0,73,356,30,7,0,"1",1,0,0,0,0,0,0
"1438",709,61.2,3.8,8.7,0,1,0,0,0,0,"2016-06-07",2016,1,89,579,34,5,1,"3",0,0,1,0,0,0,0
"1439",763,61.7,8.4,12.6,0,1,0,0,0,0,"2016-06-08",2016,4,102,600,41,8,8,"4",0,0,0,1,0,0,0
"1440",686,59.9,10,16.7,0.01,0,1,0,0,0,"2016-06-09",2016,2,72,573,30,5,4,"5",0,0,0,0,1,0,0
"1441",818,59.2,10,10.6,0,0,0,0,0,0,"2016-06-10",2016,1,93,669,46,8,1,"6",0,0,0,0,0,1,0
"1442",584,58.1,9.8,9.6,0,0,1,0,0,0,"2016-06-11",2016,3,79,444,49,5,4,"7",0,0,0,0,0,0,1
"1443",587,66,7.3,12.5,0.06,0,0,0,0,0,"2016-06-12",2016,3,106,436,30,10,2,"1",1,0,0,0,0,0,0
"1444",646,61.5,10,13.3,0,0,0,0,0,0,"2016-06-13",2016,2,76,528,31,8,1,"2",0,1,0,0,0,0,0
"1445",717,62.2,10,12.9,0,0,0,0,0,0,"2016-06-14",2016,0,81,596,34,4,2,"3",0,0,1,0,0,0,0
"1446",739,63.7,10,8.9,0,0,0,0,0,0,"2016-06-15",2016,2,90,606,35,5,1,"4",0,0,0,1,0,0,0
"1447",689,65.2,10,6.6,0,0,0,0,0,0,"2016-06-16",2016,3,88,554,35,8,1,"5",0,0,0,0,1,0,0
"1448",748,63,10,7.4,0,0,0,0,0,0,"2016-06-17",2016,1,78,614,41,10,4,"6",0,0,0,0,0,1,0
"1449",700,62.6,10,7.3,0,0,0,0,0,0,"2016-06-18",2016,0,86,560,43,9,2,"7",0,0,0,0,0,0,1
"1450",559,59.9,10,9.8,0,0,0,0,0,0,"2016-06-19",2016,1,74,421,45,14,4,"1",1,0,0,0,0,0,0
"1451",745,61.4,10,8.6,0,0,0,0,0,0,"2016-06-20",2016,2,96,599,41,6,1,"2",0,1,0,0,0,0,0
"1453",751,65.6,7.2,7.9,0.09,0,0,0,0,0,"2016-06-22",2016,0,103,601,40,6,1,"4",0,0,0,1,0,0,0
"1454",643,63,8.3,7,0,1,0,0,0,0,"2016-06-23",2016,0,88,526,23,5,1,"5",0,0,0,0,1,0,0
"1455",811,65.3,8.8,7.8,0,0,0,0,0,0,"2016-06-24",2016,0,80,684,41,6,0,"6",0,0,0,0,0,1,0
"1456",688,62.1,10,8,0,0,0,0,0,0,"2016-06-25",2016,3,94,535,41,10,5,"7",0,0,0,0,0,0,1
"1457",582,60.8,10,5.7,0,0,0,0,0,0,"2016-06-26",2016,0,89,450,28,9,6,"1",1,0,0,0,0,0,0
"1458",718,64.3,10,9.3,0,0,0,0,0,0,"2016-06-27",2016,2,103,568,35,5,5,"2",0,1,0,0,0,0,0
"1459",675,66.1,7.5,8.1,0,1,0,0,0,0,"2016-06-28",2016,1,98,546,21,9,0,"3",0,0,1,0,0,0,0
"1460",687,67.2,7.2,7.5,0,1,0,0,0,0,"2016-06-29",2016,2,82,561,33,5,4,"4",0,0,0,1,0,0,0
"1461",761,68.9,5.9,6.4,0,1,0,0,0,0,"2016-06-30",2016,2,86,628,33,9,3,"5",0,0,0,0,1,0,0
"1462",752,66.9,7.8,8.7,0,1,1,0,0,0,"2016-07-01",2016,0,102,612,32,5,1,"6",0,0,0,0,0,1,0
"1464",448,67.2,10,9.6,0,0,0,0,0,0,"2016-07-03",2016,2,83,322,29,11,1,"1",1,0,0,0,0,0,0
"1465",488,68.4,9.9,11.7,0,0,0,0,0,0,"2016-07-04",2016,0,98,348,28,9,5,"2",0,1,0,0,0,0,0
"1468",603,68.7,4.1,5.9,0,1,0,0,0,0,"2016-07-07",2016,2,87,482,26,6,0,"5",0,0,0,0,1,0,0
"1471",508,63,6.8,7.7,0.1,1,1,0,0,0,"2016-07-10",2016,2,80,378,37,8,3,"1",1,0,0,0,0,0,0
"1472",618,63.1,9.9,4.9,0.01,0,0,0,0,0,"2016-07-11",2016,1,87,496,28,6,0,"2",0,1,0,0,0,0,0
"1473",662,66.7,10,7.3,0,0,0,0,0,0,"2016-07-12",2016,0,94,533,26,9,0,"3",0,0,1,0,0,0,0
"1474",607,67.2,10,9.2,0,0,0,0,0,0,"2016-07-13",2016,2,74,493,32,6,0,"4",0,0,0,1,0,0,0
"1475",741,69.1,9.3,10.9,0,0,1,0,0,0,"2016-07-14",2016,1,96,605,35,4,0,"5",0,0,0,0,1,0,0
"1476",798,70.7,5.2,9.6,0,1,0,0,0,0,"2016-07-15",2016,1,93,645,43,11,5,"6",0,0,0,0,0,1,0
"1477",623,73.5,7,6.4,0,0,0,0,0,0,"2016-07-16",2016,2,90,487,32,9,3,"7",0,0,0,0,0,0,1
"1478",574,70.6,4.1,6.6,0,1,0,0,0,0,"2016-07-17",2016,1,92,430,36,12,3,"1",1,0,0,0,0,0,0
"1479",725,71.1,4.1,10.1,0,1,1,0,0,0,"2016-07-18",2016,1,116,562,35,8,3,"2",0,1,0,0,0,0,0
"1480",699,73.8,8.3,10.1,0,0,0,0,0,0,"2016-07-19",2016,2,101,545,41,7,3,"3",0,0,1,0,0,0,0
"1481",698,68.3,10,6.9,0,0,0,0,0,0,"2016-07-20",2016,0,95,552,41,8,2,"4",0,0,0,1,0,0,0
"1482",731,70.4,10,7.4,0,0,0,0,0,0,"2016-07-21",2016,1,111,579,32,7,1,"5",0,0,0,0,1,0,0
"1483",769,72.4,9,13.5,0,0,0,0,0,0,"2016-07-22",2016,4,94,622,36,9,4,"6",0,0,0,0,0,1,0
"1485",566,73.2,10,8.7,0,0,0,0,0,0,"2016-07-24",2016,3,61,449,41,8,4,"1",1,0,0,0,0,0,0
"1486",698,71.5,9.9,8.7,0,0,0,0,0,0,"2016-07-25",2016,1,105,553,31,5,3,"2",0,1,0,0,0,0,0
"1487",688,75.3,9,12.1,0,0,0,0,0,0,"2016-07-26",2016,2,79,566,32,6,3,"3",0,0,1,0,0,0,0
"1488",690,75.4,10,7,0,0,0,0,0,0,"2016-07-27",2016,3,97,555,29,5,1,"4",0,0,0,1,0,0,0
"1489",709,72.2,9.7,7.2,0,0,0,0,0,0,"2016-07-28",2016,3,95,560,45,5,1,"5",0,0,0,0,1,0,0
"1490",774,70.8,6,5.8,0,1,1,0,0,1,"2016-07-29",2016,1,99,635,34,4,1,"6",0,0,0,0,0,1,0
"1492",529,67.5,6.7,6.8,0,1,0,0,0,0,"2016-07-31",2016,2,93,388,33,7,6,"1",1,0,0,0,0,0,0
"1495",687,67.4,10,7.7,0,0,0,0,0,0,"2016-08-03",2016,0,111,542,27,4,3,"4",0,0,0,1,0,0,0
"1496",715,64.2,10,4.6,0,0,0,0,0,0,"2016-08-04",2016,1,82,593,31,7,1,"5",0,0,0,0,1,0,0
"1497",700,65.3,9.3,5,0,1,0,0,0,0,"2016-08-05",2016,2,86,566,37,7,2,"6",0,0,0,0,0,1,0
"1498",578,71.3,9.8,10.7,0,0,0,0,0,0,"2016-08-06",2016,0,86,449,35,5,3,"7",0,0,0,0,0,0,1
"1499",540,74.2,8.1,9.9,0,1,0,0,0,0,"2016-08-07",2016,1,75,422,32,9,1,"1",1,0,0,0,0,0,0
"1500",632,71.3,10,6.3,0,0,0,0,0,0,"2016-08-08",2016,3,94,498,32,2,3,"2",0,1,0,0,0,0,0
"1501",650,71.5,10,6.6,0,0,0,0,0,0,"2016-08-09",2016,6,72,519,41,8,4,"3",0,0,1,0,0,0,0
"1502",618,70.6,9.9,8.6,0,0,1,0,0,0,"2016-08-10",2016,1,87,487,34,8,1,"4",0,0,0,1,0,0,0
"1503",672,73.6,4.7,11.1,0.05,1,1,0,0,0,"2016-08-11",2016,2,75,557,31,6,1,"5",0,0,0,0,1,0,0
"1504",729,74.3,4.5,12.3,0,1,0,0,0,0,"2016-08-12",2016,3,98,580,39,8,1,"6",0,0,0,0,0,1,0
"1505",614,75.9,5.4,9.2,0,1,0,0,0,0,"2016-08-13",2016,2,88,474,39,9,2,"7",0,0,0,0,0,0,1
"1506",521,75.3,4.6,9.9,0.01,1,1,0,0,0,"2016-08-14",2016,0,72,411,27,9,2,"1",1,0,0,0,0,0,0
"1507",643,77.5,8.8,8.5,0,0,0,0,0,0,"2016-08-15",2016,1,99,498,41,2,2,"2",0,1,0,0,0,0,0
"1508",644,73.1,10,7.9,0,0,0,0,0,0,"2016-08-16",2016,3,108,493,29,6,5,"3",0,0,1,0,0,0,0
"1509",658,76.5,8.4,14.7,0,0,0,0,0,0,"2016-08-17",2016,0,93,522,36,2,5,"4",0,0,0,1,0,0,0
"1510",635,71.5,9.9,6.1,0,0,1,0,0,0,"2016-08-18",2016,2,82,515,26,7,3,"5",0,0,0,0,1,0,0
